frame,camera,player_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,confidence,class
75,broadcast,player_14,1704,418,1744,492,1724.205,455.2165,0.8857529163360596,referee
80,broadcast,player_14,1757,415,1789,491,1773.3812,453.4661,0.8585078120231628,referee
85,broadcast,player_14,1823,424,1869,491,1846.3317,457.65958,0.8634735345840454,referee
60,broadcast,player_15,597,543,639,634,618.80286,588.7998,0.6176548004150391,player
65,broadcast,player_15,630,546,673,636,651.97437,591.6811,0.8750720620155334,player
70,broadcast,player_15,669,548,711,636,690.59143,592.5458,0.7939818501472473,player
75,broadcast,player_15,709,565,751,640,730.51953,602.97424,0.8032835125923157,player
80,broadcast,player_15,770,562,813,641,792.0299,601.91516,0.5431905388832092,player
75,broadcast,player_16,1551,491,1607,554,1579.3861,523.18396,0.7511744499206543,player
80,broadcast,player_16,1593,501,1641,597,1617.2562,549.4832,0.8659723401069641,player
85,broadcast,player_16,1658,505,1710,598,1684.1459,551.90796,0.9062992334365845,player
90,broadcast,player_16,1727,516,1784,608,1756.2125,562.7375,0.9234058260917664,player
95,broadcast,player_16,1795,514,1835,617,1815.946,566.013,0.923315167427063,player
100,broadcast,player_16,1832,528,1878,631,1855.3986,580.154,0.9092281460762024,player
105,broadcast,player_16,1839,550,1911,648,1875.3835,599.4053,0.9187593460083008,player
110,broadcast,player_16,1882,548,1919,655,1900.6765,601.951,0.8801491260528564,player
115,broadcast,player_16,1885,555,1920,658,1902.5284,606.91095,0.8512333035469055,player
120,broadcast,player_16,1887,569,1920,665,1903.6003,617.50507,0.8437363505363464,player
125,broadcast,player_16,1904,566,1920,668,1912.1877,617.1353,0.8405060172080994,player
85,broadcast,player_17,840,563,907,644,874.0276,604.0536,0.8768405318260193,player
90,broadcast,player_17,910,563,977,649,943.9656,606.8095,0.8316057920455933,player
95,broadcast,player_17,935,585,1016,661,976.1437,623.21387,0.8663567304611206,player
90,broadcast,player_18,1619,577,1671,686,1645.2618,631.8199,0.8921900987625122,player
95,broadcast,player_18,1644,595,1713,695,1678.9515,645.42224,0.9152616262435913,player
100,broadcast,player_18,1677,601,1728,713,1702.9651,657.73267,0.8935108780860901,player
100,broadcast,player_18,1713,537,1746,628,1730.0046,582.7305,0.8832829594612122,player
105,broadcast,player_18,1732,539,1779,643,1755.924,591.7628,0.9028258323669434,player
110,broadcast,player_18,1757,562,1801,654,1779.75,608.10974,0.8885355591773987,player
105,broadcast,unmatched_b_18,1681,626,1750,726,1716.1707,676.7593,0.8983360528945923,player
110,broadcast,unmatched_b_18,1697,665,1739,740,1718.6222,703.0651,0.8838416337966919,player
110,broadcast,unmatched_b_18,1696,634,1739,714,1718.0958,674.37805,0.639854907989502,player
115,broadcast,unmatched_b_18,1689,638,1752,748,1720.6003,693.1712,0.9092773199081421,player
120,broadcast,unmatched_b_18,1776,603,1810,720,1793.5231,662.05206,0.8620705604553223,player
120,broadcast,unmatched_b_18,1800,558,1838,661,1819.6384,610.01605,0.8540583252906799,player
125,broadcast,unmatched_b_18,1783,607,1832,725,1808.0815,666.4499,0.8647264242172241,player
125,broadcast,unmatched_b_18,1796,560,1835,622,1816.2023,591.1874,0.8156823515892029,player
0,tacticam,player_10,314,526,366,590,340.66553,558.4352,0.9257314205169678,player
5,tacticam,player_10,301,521,344,589,322.7154,555.4472,0.9180544018745422,player
10,tacticam,player_10,297,514,326,579,311.9951,547.1397,0.874324381351471,player
